photo_file,waistband,shorts_colors,archetype,notes
nats25_H_1_Jarmere_Burnette.jpg,black,black(0.90) + green(0.10),frame + solid + trim/piping,Solid black shorts with green piping accents and a black waistband.
nats25_H_2_Brandon_Keener.jpg,green,white(0.50) + green(0.50),no frame + gradient + trim/piping,Green-to-white gradient shorts with a white side stripe and drawstring.
nats25_H_3_Jalen_Harris.jpg,black,black(0.70) + red(0.30),frame + gradient + none,Black board shorts fading into red at the lower hem with a black waistband.
nats25_H_4_Yurii_Kliuts.jpg,coral,white(0.55) + coral(0.45),no frame + gradient + trim/piping,Coral-to-white gradient shorts with a contrasting side stripe.
nats25_H_5_Junior_Duran.jpg,black,black(0.75) + pink(0.12) + teal(0.08) + white(0.05),frame + solid + bands,"Black shorts with a white logo and diagonal teal, white, and pink accent bands on the lower leg."
noram25_A_1_Joseph_Misleh.jpg,teal,teal(0.55) + white(0.35) + green(0.10),no frame + gradient + bands,Teal-to-white gradient shorts with a diagonal green band accent and small logo.
noram25_A_2_Brandon_Chan.jpg,purple,purple(0.55) + lavender(0.35) + white(0.10),no frame + gradient + bands,Purple-to-lavender gradient shorts with white and purple diagonal side bands.
noram25_A_3_Anthony_Limcuando.jpg,black,white(0.40) + yellow(0.35) + black(0.25),frame + gradient + graphic/silhouette,Black-to-yellow-to-white gradient board shorts with a jagged lightning-bolt graphic and black waistband.
noram25_A_4_Tyler_De_La_Paz.jpg,black,red(0.55) + black(0.40) + coral(0.05),frame + gradient + trim/piping,Red-to-black gradient shorts with black waistband and side framing.
noram25_A_5_Rocco_Giannelli.jpg,royal blue,royal blue(0.50) + light blue(0.35) + white(0.15),no frame + gradient + bands,Blue-to-light-blue gradient shorts with a white and royal blue diagonal band accent.
noram25_B_1_Christopher_Eastman.jpg,black,black(0.65) + magenta(0.30) + pink(0.05),frame + energy-element + graphic/silhouette,Black shorts with magenta/pink flame energy-elements and a graphic patch.
noram25_B_2_Jay_Turiano.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a glossy sheen.
noram25_B_3_Jorge_Arias.jpg,royal blue,light blue(0.60) + royal blue(0.35) + white(0.05),frame + gradient + trim/piping,Blue gradient shorts fading from royal to light blue with white side piping and a small logo.
noram25_B_4_Jeremy_Correa.jpg,black,red(0.50) + black(0.40) + coral(0.10),frame + gradient + graphic/silhouette,Black-to-red gradient shorts with a black waistband and a circular logo graphic on the leg.
noram25_B_5_Nicholas_Romano.jpg,black,black(0.70) + red(0.30),frame + solid + trim/piping,Black shorts with red vertical side panels and red piping trim framed by a black border.
noram25_C_1_Nicolas_Thibault.jpg,royal blue,royal blue(0.75) + light blue(0.20) + white(0.05),no frame + energy-element + graphic/silhouette,Royal blue shorts with an electric lightning energy effect and a white logo silhouette.
noram25_C_2_Evin_Yarbrough.jpg,black,black(0.50) + royal blue(0.35) + teal(0.15),no frame + gradient + graphic/silhouette,Black-to-blue gradient board shorts with a white heartbeat line graphic and logo on the leg.
noram25_C_3_Rodney_Taylor.jpg,green,green(0.85) + gold(0.15),no frame + solid + graphic/silhouette,Green shorts with a gold dragon graphic and gold logo detailing.
noram25_C_4_Kenny_Whiting.jpg,navy,navy(0.50) + light blue(0.35) + white(0.15),no frame + solid + block panels,Navy shorts with diagonal light blue and white color-block panels.
noram25_C_5_Roberto_Franzoni.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a competitor number disc.
noram25_D_1_Kevin_Cortes.jpg,black,black(0.70) + royal blue(0.12) + light blue(0.10) + teal(0.08),frame + solid + bands,Black shorts with vertical gradient blue and teal stripes framed by teal trim.
noram25_D_2_Louka_Raymond_Campeau.jpg,black,black(1.00),frame + solid + trim/piping,Solid black posing trunks with a black waistband and subtle side trim.
noram25_D_3_Darran_Moore.jpg,white,white(0.70) + yellow(0.20) + black(0.10),frame + solid + bands,White shorts with yellow and black diagonal bands and black side trim.
noram25_D_4_Corbin_Bennett-Rogers.jpg,black,black(0.50) + red(0.40) + charcoal(0.10),frame + energy-element + none,Black shorts with a fiery red energy splash pattern and black waistband.
noram25_D_5_Jose_Marin.jpg,black,black(0.75) + red(0.25),frame + solid + graphic/silhouette,Black shorts with red ornate filigree graphic accents on the front panels.
noram25_E_1_Jona_Meme.jpg,black,coral(0.75) + black(0.25),frame + solid + block panels,Coral shorts with black waistband and vertical black side panel.
noram25_E_2_Zine_Eddine_Khermaza.jpg,black,yellow(0.70) + black(0.30),frame + solid + graphic/silhouette,Yellow shorts with black paint-splatter top and a trident logo on the leg.
noram25_E_3_Brady_Hawk.jpg,navy,light blue(0.55) + navy(0.45),frame + gradient + trim/piping,Navy-to-light-blue gradient board shorts with dark side trim and a black waistband.
noram25_E_4_Lynard_Seabron_Jr.jpg,black,pink(0.55) + black(0.35) + magenta(0.10),frame + pattern + graphic/silhouette,Pink and black camo-pattern shorts with a black waistband and a small side logo patch.
noram25_E_5_Julian_Garcia.jpg,black,black(0.95) + white(0.04) + red(0.01),no frame + solid + graphic/silhouette,Black board shorts with a white floral skull graphic on the left leg.
noram25_F_1_Devin_Christiansen.jpg,black,black(0.55) + red(0.30) + orange(0.15),frame + energy-element + none,Black shorts with fiery red-orange lava energy pattern and black waistband.
noram25_F_2_Stone_Moses.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a matching black waistband.
noram25_F_3_Jonathan_Roberts.jpg,coral,coral(0.50) + white(0.35) + orange(0.15),no frame + gradient + bands,Coral-to-white gradient board shorts with diagonal orange and white bands near the hem.
noram25_F_4_Mika_Edwards.jpg,green,green(0.55) + white(0.45),no frame + gradient + block panels,Green-to-white gradient board shorts with a white side panel and trim.
noram25_F_5_Byron_Moody.jpg,black,black(0.85) + red(0.15),frame + solid + trim/piping,"Black shorts with red piping, a red chevron accent, and a white monogram logo."
noram25_G_1_Anton_Wallace_Jr.jpg,charcoal,coral(0.50) + gray(0.40) + black(0.10),no frame + gradient + bands,Gray-to-coral gradient shorts with black horizontal accent bands on the leg.
noram25_G_2_Wes_Patterson.jpg,gray,gray(0.95) + white(0.05),no frame + solid + graphic/silhouette,"Solid gray shorts with white drawstring, wolf logo on left leg, and 'WOLV' text on right leg."
noram25_G_3_Mike_Mcclain.jpg,black,coral(0.55) + white(0.25) + black(0.15) + orange(0.05),frame + gradient + bands,Coral shorts fading to white with black waistband and diagonal black-and-orange side bands.
noram25_G_4_Jack_Mcmahon.jpg,royal blue,royal blue(0.45) + light blue(0.35) + white(0.20),no frame + gradient + bands,Blue-to-light-blue gradient shorts with diagonal white and blue accent bands on the leg.
noram25_G_5_Cyril_Matswetu.jpg,black,charcoal(0.55) + gold(0.30) + white(0.15),frame + energy-element + graphic/silhouette,Charcoal shorts with gold and white energy-splash graphics framed by a black waistband and side border.
noram25_H_1_Daniel_Adesina.jpg,black,charcoal(0.90) + white(0.10),frame + solid + graphic/silhouette,Charcoal shorts with a white floral rose graphic on the leg.
noram25_H_2_Anthony_Carvill.jpg,black,black(0.45) + white(0.35) + green(0.20),frame + gradient + bands,Black-to-white gradient shorts with a bright green diagonal band and logo emblem.
noram25_H_3_Alexander_Allen.jpg,black,black(0.85) + charcoal(0.15),frame + solid + graphic/silhouette,Black shorts with charcoal side paneling and a small circular logo emblem on the leg.
noram25_H_4_Matt_Cone.jpg,black,black(0.60) + orange(0.25) + gold(0.15),frame + energy-element + graphic/silhouette,Black board shorts with orange and gold flame-like energy graphics.
noram25_H_5_Elijah_White.jpg,charcoal,charcoal(0.60) + white(0.35) + black(0.05),no frame + solid + graphic/silhouette,Charcoal gray shorts with white text and a detailed black-and-white graphic along the lower legs.
univ25_A_1_Deontay_Crawford.jpg,black,black(0.45) + royal blue(0.30) + light blue(0.15) + white(0.10),frame + pattern + block panels,"Black-framed shorts with a bold blue, white and black wave pattern."
univ25_A_2_Bartarius_Gramling.jpg,green,green(0.40) + teal(0.25) + magenta(0.25) + black(0.10),frame + gradient + trim/piping,Green-to-magenta gradient board shorts with black side framing and piping.
univ25_A_3_Damante_Watson.jpg,light blue,charcoal(0.50) + light blue(0.30) + black(0.20),frame + energy-element + graphic/silhouette,"Charcoal shorts with swirling light blue energy pattern up top, a light blue waistband, and a logo emblem on the leg."
univ25_A_4_Jared_Mincey.jpg,black,black(0.60) + lime(0.25) + white(0.15),frame + solid + block panels,Black shorts with lime green and white block panels outlined by lime piping.
univ25_A_5_Jose_Hernandez.jpg,light blue,black(0.50) + teal(0.35) + charcoal(0.15),frame + energy-element + graphic/silhouette,"Black shorts with teal marbled energy swirls, light blue waistband and a center monogram graphic."
univ25_B_1_Vincent_Davenport.jpg,black,black(0.60) + charcoal(0.25) + orange(0.15),frame + pattern + trim/piping,Black camo-patterned shorts with bright orange side piping and trim.
univ25_B_2_Wilfredo_Nazario_Feliciano.jpg,black,coral(0.50) + white(0.40) + black(0.10),frame + gradient + graphic/silhouette,"Coral-to-white gradient board shorts with black waistband, diagonal black band and a trident logo graphic."
univ25_B_3_David_Price.jpg,black,black(0.60) + orange(0.25) + gold(0.15),frame + energy-element + graphic/silhouette,Black shorts with fiery orange and gold flame energy graphics and a lion emblem.
univ25_B_4_Robert_Estevez.jpg,black,black(0.45) + royal blue(0.25) + teal(0.15) + purple(0.15),frame + gradient + graphic/silhouette,"Black upper shorts fading into a blue, teal, and purple cosmic gradient with a small logo graphic."
univ25_B_5_Ivo_Toledo.jpg,light blue,light blue(0.80) + white(0.20),no frame + solid + trim/piping,Light blue shorts with white diagonal side panel and piping.
univ25_C_1_Ramir_Kelly.jpg,black,black(0.60) + white(0.40),frame + pattern + graphic/silhouette,Black shorts with white abstract tiger-stripe splash pattern and a black waistband.
univ25_C_2_Judge_Love.jpg,black,charcoal(0.95) + gray(0.05),no frame + solid + graphic/silhouette,Solid charcoal shorts with a subtle tonal graphic detail on the leg.
univ25_C_3_Dylan_Faria.jpg,black,white(0.40) + red(0.35) + black(0.25),frame + pattern + graphic/silhouette,"White, red, and black patterned board shorts with a mountain/dragon graphic and black waistband framing."
univ25_C_4_Daniel_Light.jpg,black,orange(0.40) + red(0.30) + gold(0.20) + black(0.10),frame + gradient + trim/piping,Sunset gradient shorts fading from black through red and orange to gold with black waistband and white side piping.
univ25_C_5_Donald_Beckwith.jpg,black,royal blue(0.50) + light blue(0.30) + navy(0.20),frame + energy-element + none,Blue lightning/marbled energy pattern shorts with a black waistband.
univ25_D_1_Alex_Gaulke.jpg,royal blue,royal blue(0.55) + light blue(0.30) + white(0.15),no frame + gradient + none,Blue shorts fading from royal blue to a white central band with light blue tones.
univ25_D_2_Andrew_Ames.jpg,black,black(0.55) + purple(0.20) + orange(0.15) + red(0.10),frame + energy-element + block panels,"Black shorts with a vibrant orange-to-purple flame energy panel across the thigh, framed in black."
univ25_D_3_Jonathan_Mercado.jpg,black,charcoal(0.50) + black(0.25) + white(0.25),frame + gradient + bands,Charcoal-to-black gradient shorts with white horizontal stripe bands and a white side panel framed in black.
univ25_D_4_Bryan_Uth.jpg,black,black(0.92) + yellow(0.08),frame + solid + trim/piping,Solid black shorts with bright yellow piping trim and a white logo on the leg.
univ25_D_5_Ed_Elysee.jpg,black,purple(0.40) + royal blue(0.35) + magenta(0.15) + black(0.10),frame + gradient + trim/piping,Purple-to-blue gradient shorts with black waistband and dark side trim.
univ25_E_1_Will_Anderson.jpg,orange,white(0.70) + orange(0.20) + black(0.10),frame + solid + block panels,White shorts with orange and black diagonal panels and a graphic logo on the leg.
univ25_E_2_Taylor_Southall.jpg,black,black(0.70) + orange(0.15) + red(0.08) + green(0.05) + yellow(0.02),frame + energy-element + graphic/silhouette,"Black shorts with a fiery flame graphic in orange, red and green across the front."
univ25_E_3_Jhonattan_Santelises.jpg,black,orange(0.40) + white(0.30) + black(0.20) + yellow(0.10),frame + energy-element + graphic/silhouette,Black-framed board shorts with fiery orange-to-white flame energy design and a diver silhouette graphic.
univ25_E_4_Louis_McGloine.jpg,black,black(0.55) + white(0.25) + gray(0.20),frame + solid + bands,Black shorts with white side stripe and gray horizontal band accents.
univ25_E_5_Joe_Millslagle.jpg,black,black(0.55) + red(0.35) + white(0.10),frame + energy-element + graphic/silhouette,Black shorts with red and white lightning-style energy graphics framed by a black border.
univ25_F_1_Matthew_Busardo.jpg,royal blue,royal blue(0.50) + light blue(0.30) + white(0.20),no frame + gradient + bands,Blue-to-light-blue gradient shorts with a diagonal white and purple band across the leg.
univ25_F_2_Vinicius_Oliveira.jpg,black,charcoal(0.50) + tan/bone(0.40) + white(0.10),frame + gradient + graphic/silhouette,Charcoal-to-bone gradient board shorts with black frame and a logo graphic.
univ25_F_3_Darius_Tobin.jpg,royal blue,royal blue(0.50) + light blue(0.30) + white(0.20),no frame + gradient + graphic/silhouette,Blue-to-white gradient shorts with a subtle geometric graphic and circular logo emblem.
univ25_F_4_Howard_Banks.jpg,black,red(0.55) + black(0.25) + orange(0.10) + teal(0.05) + yellow(0.05),frame + pattern + graphic/silhouette,Red patterned shorts with intricate multicolor graphic designs and a black waistband and side frame.
univ25_F_5_Richard_Bowman.jpg,black,black(0.70) + purple(0.20) + magenta(0.10),frame + pattern + trim/piping,Black shorts with a purple lightning-pattern lower panel and yellow piping trim.
univ25_G_1_Sidharth_Balakrishnan.jpg,light blue,light blue(0.55) + white(0.35) + royal blue(0.10),frame + pattern + trim/piping,Light blue and white camo-pattern shorts with white side trim.
univ25_G_2_Alfarook_Subhi.jpg,black,black(0.50) + red(0.40) + orange(0.10),frame + gradient + graphic/silhouette,Black-to-red gradient board shorts with a flame silhouette design and black waistband.
univ25_G_3_Jerian_Graham.jpg,charcoal,charcoal(0.50) + coral(0.40) + black(0.10),no frame + gradient + bands,Gray-to-coral gradient board shorts with black horizontal accent bands on the side.
univ25_G_4_Roberto_Franco.jpg,pink,pink(1.00),no frame + solid + none,Solid light pink board shorts with a black drawstring and a small circular number disc.
univ25_G_5_Joseph_Samaha.jpg,black,black(0.70) + orange(0.25) + white(0.05),frame + energy-element + graphic/silhouette,Black shorts with orange flame energy design and a tiger graphic accent.
univ25_H_1_Deon_Smith.jpg,black,charcoal(0.60) + white(0.20) + maroon(0.20),frame + solid + block panels,Charcoal shorts with white and maroon block panels on the side and a black waistband frame.
univ25_H_2_Keyon_Harry.jpg,black,red(0.50) + black(0.35) + orange(0.10) + teal(0.05),frame + pattern + graphic/silhouette,Red and orange tribal/abstract patterned shorts framed by a black waistband and side borders.
univ25_H_3_Juan_Carlos_Perez.jpg,royal blue,white(0.60) + royal blue(0.25) + light blue(0.15),frame + solid + block panels,White shorts with blue side panels and a royal blue framing border.
univ25_H_4_Carlos_Grullon.jpg,black,black(0.50) + orange(0.25) + red(0.15) + maroon(0.10),frame + gradient + graphic/silhouette,Black-framed shorts with a fiery orange-to-red sunset gradient and a circular graphic accent.
univ25_H_5_Mal_Grantham.jpg,navy,white(0.50) + navy(0.25) + light blue(0.25),no frame + gradient + graphic/silhouette,Navy-to-white gradient shorts with a blue trident graphic on the leg.
usa25_A_1_Micah_Welch.jpg,black,black(0.75) + red(0.25),frame + solid + trim/piping,"Black shorts with red side trim, chevron accents, and a small logo detail."
usa25_A_2_Paolo_Esteban.jpg,navy,navy(0.40) + royal blue(0.30) + white(0.20) + light blue(0.10),frame + gradient + bands,Navy-to-white vertical gradient shorts with black side band and lower stripes plus a small logo.
usa25_A_3_Ghibrian_Avila.jpg,black,black(0.50) + maroon(0.40) + white(0.10),frame + gradient + trim/piping,Black-to-maroon gradient shorts with white piping trim and a small logo.
usa25_A_4_Sande_Flores.jpg,black,royal blue(0.50) + navy(0.30) + gold(0.20),frame + pattern + trim/piping,Metallic blue and gold patterned shorts with a black waistband and structural side framing.
usa25_A_5_Jose_Rosas.jpg,green,green(0.85) + gold(0.15),no frame + solid + graphic/silhouette,Green shorts featuring a gold dragon/bull graphic on the leg.
usa25_B_1_Kentron_Ducree.jpg,black,white(0.50) + black(0.25) + red(0.20) + gray(0.05),frame + pattern + graphic/silhouette,"White board shorts with a red and black Japanese-style landscape and rising sun scenic print, framed by black waistband and side lines."
usa25_B_2_Desergio_Anthony.jpg,black,black(0.65) + light blue(0.35),frame + solid + block panels,Black shorts with a light blue lower block panel and light blue piping trim.
usa25_B_3_Anthony_Limcuando.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a competitor number disc.
usa25_B_4_Victor_Souto.jpg,red,white(0.60) + red(0.40),no frame + gradient + trim/piping,Red-to-white gradient board shorts with a white drawstring and red waistband.
usa25_B_5_Henry_Mestaz.jpg,black,black(0.60) + red(0.35) + white(0.05),frame + energy-element + graphic/silhouette,Black shorts with red and white energy streaks and a graphic logo on the leg.
usa25_C_1_Diego_Meza.jpg,black,black(0.65) + red(0.20) + orange(0.15),frame + solid + block panels,Black shorts with red and orange side panels bordered by black framing.
usa25_C_2_Ricky_Betancourth.jpg,black,black(0.85) + red(0.15),frame + pattern + trim/piping,Black camo-patterned shorts with red diagonal trim and side piping.
usa25_C_3_Adriano_Souza.jpg,black,black(0.50) + yellow(0.30) + green(0.20),frame + gradient + none,Black waistband over a black-to-green-to-yellow gradient short.
usa25_C_4_Malcolm_Bryson.jpg,tan/bone,light blue(0.75) + tan/bone(0.20) + gold(0.05),reverse frame + pattern + trim/piping,Light blue patterned shorts with a tan yoke waistband and gold trim accents.
usa25_C_5_Kenny_Whiting.jpg,black,white(0.85) + purple(0.08) + black(0.07),frame + solid + graphic/silhouette,White board shorts with black waistband and scattered purple and black graffiti-style graphics.
usa25_D_1_Ricky_Torres.jpg,royal blue,royal blue(0.50) + light blue(0.40) + white(0.10),no frame + gradient + trim/piping,Blue-to-light-blue gradient board shorts with a diagonal white stripe accent.
usa25_D_2_Ed_Elysee.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a competitor number disc at the waist.
usa25_D_3_Jeffery_Samuels.jpg,white,white(0.85) + royal blue(0.10) + black(0.05),frame + solid + trim/piping,White shorts with royal blue and black side trim/piping framing the design.
usa25_D_4_Jose_Marin.jpg,black,black(0.55) + red(0.35) + white(0.10),frame + energy-element + graphic/silhouette,Black shorts with red and white energy-shard graphics framed by a black waistband and side lines.
usa25_D_5_Nathan_Linenberger.jpg,black,black(0.60) + teal(0.30) + gray(0.10),frame + gradient + graphic/silhouette,Black shorts transitioning to a teal patterned lower section with a black waistband frame.
usa25_E_1_Jalen_Fray.jpg,black,black(0.45) + red(0.40) + orange(0.15),frame + gradient + trim/piping,Black-to-red-orange gradient shorts with gold trim accents and a black waistband frame.
usa25_E_2_Davyon_Langham.jpg,black,light blue(0.55) + black(0.35) + white(0.10),frame + solid + block panels,Light blue board shorts with black side panels and white piping framing the design.
usa25_E_3_Sebastian_Garcia.jpg,black,red(0.50) + maroon(0.30) + gold(0.20),frame + pattern + trim/piping,Red and maroon patterned shorts with gold metallic accents and a black waistband.
usa25_E_4_Leebrian_Walker.jpg,black,charcoal(0.75) + coral(0.25),frame + pattern + trim/piping,Heathered charcoal shorts with a black frame and bright coral piping and side panel accent.
usa25_E_5_Jhonattan_Santelises.jpg,black,red(0.60) + black(0.40),frame + solid + block panels,Red board shorts with a black side panel and black waistband.
usa25_F_1_Lucas_Santos_Da_Silva.jpg,black,green(0.50) + white(0.30) + black(0.20),frame + gradient + trim/piping,Green-to-white gradient shorts with black waistband and white side trim framing the design.
usa25_F_2_Trevor_Davis.jpg,light blue,light blue(0.90) + white(0.10),no frame + solid + trim/piping,Light blue shorts with white curved piping and side detailing.
usa25_F_3_Tristen_Phemister.jpg,black,black(0.60) + green(0.40),frame + energy-element + graphic/silhouette,Black shorts with green splashed energy-element design and black waistband frame.
usa25_F_4_Tanarat_Crowe.jpg,black,black(1.00),no frame + solid + none,Solid black posing trunks with a competitor number disc.
usa25_F_5_Takato_Morino.jpg,black,lime(0.50) + black(0.25) + white(0.25),frame + gradient + graphic/silhouette,Black-to-lime-to-white gradient shorts with jagged energy graphic and black waistband.
usa25_G_1_Maksym_Shevelin.jpg,red,black(0.65) + red(0.25) + white(0.10),frame + solid + block panels,Black shorts with a red waistband and angular red-and-white diagonal panels along the leg.
usa25_G_2_Flash_Thompson.jpg,black,red(0.50) + black(0.30) + white(0.20),frame + pattern + graphic/silhouette,"Red, black and white geometric tribal-patterned shorts with a black waistband and side framing."
usa25_G_3_Yifan_Hu.jpg,black,orange(0.50) + red(0.30) + yellow(0.20),no frame + energy-element + graphic/silhouette,Fiery orange-to-yellow lightning energy shorts with a lion graphic and black waistband.
usa25_G_4_Jonathan_Roberts.jpg,black,black(0.55) + lime(0.45),frame + solid + block panels,Black shorts with a diagonal lime green block panel and black waistband.
usa25_G_5_Kawika_Cecil.jpg,black,black(0.55) + white(0.20) + yellow(0.15) + gold(0.10),frame + energy-element + graphic/silhouette,Black shorts with yellow and white paint-splatter energy design and a central logo graphic.
usa25_H_1_Damien_Bentley.jpg,black,black(0.90) + gray(0.10),no frame + solid + none,Solid black posing trunks with subtle sheen.
usa25_H_2_Jabe_Martin.jpg,black,black(0.55) + purple(0.20) + teal(0.15) + royal blue(0.10),frame + energy-element + none,"Black shorts with blue, purple, and teal flame-like energy design and black waistband."
usa25_H_3_Calvin_Sims_Jr.jpg,black,tan/bone(0.85) + royal blue(0.10) + black(0.05),frame + solid + trim/piping,Bone/cream shorts with royal blue trim and black waistband and side accents.
usa25_H_4_Brady_Roberts.jpg,navy,navy(0.50) + light blue(0.30) + white(0.20),no frame + solid + block panels,Navy shorts with diagonal light blue and white color-block panels.
usa25_H_5_Nyja_Allen.jpg,gray,gray(1.00),no frame + solid + graphic/silhouette,Solid gray shorts with small white lettering/graphics on the leg.
